"Length"	"GC"
"WBGene00165102"	21	0.333333333333333
"WBGene00165103"	21	0.333333333333333
"WBGene00165104"	21	0.428571428571429
"WBGene00165105"	21	0.428571428571429
"WBGene00165106"	21	0.380952380952381
"WBGene00165107"	21	0.333333333333333
"WBGene00165108"	21	0.476190476190476
"WBGene00165109"	21	0.428571428571429
"WBGene00165110"	21	0.380952380952381
"WBGene00165111"	21	0.238095238095238
"WBGene00165112"	21	0.238095238095238
"WBGene00165113"	21	0.380952380952381
"WBGene00165114"	21	0.285714285714286
"WBGene00165115"	21	0.380952380952381
"WBGene00165116"	21	0.238095238095238
"WBGene00165117"	21	0.238095238095238
"WBGene00165118"	21	0.285714285714286
"WBGene00165119"	21	0.285714285714286
"WBGene00165120"	21	0.238095238095238
"WBGene00165121"	21	0.380952380952381
"WBGene00165122"	21	0.238095238095238
"WBGene00165123"	21	0.333333333333333
"WBGene00165124"	21	0.523809523809524
"WBGene00165125"	21	0.571428571428571
"WBGene00165126"	21	0.238095238095238
"WBGene00165127"	21	0.238095238095238
"WBGene00165128"	21	0.285714285714286
"WBGene00165129"	21	0.428571428571429
"WBGene00165130"	21	0.238095238095238
"WBGene00165131"	21	0.380952380952381
"WBGene00165132"	21	0.238095238095238
"WBGene00165133"	21	0.142857142857143
"WBGene00165134"	21	0.19047619047619
"WBGene00165135"	21	0.380952380952381
"WBGene00165136"	21	0.285714285714286
"WBGene00165137"	21	0.0952380952380952
"WBGene00165138"	21	0.523809523809524
"WBGene00165139"	21	0.285714285714286
"WBGene00165140"	21	0.142857142857143
"WBGene00165141"	21	0.285714285714286
"WBGene00165142"	21	0.238095238095238
"WBGene00165143"	21	0.428571428571429
"WBGene00165144"	21	0.428571428571429
"WBGene00165146"	21	0.428571428571429
"WBGene00165147"	21	0.333333333333333
"WBGene00165148"	21	0.238095238095238
"WBGene00165149"	21	0.380952380952381
"WBGene00165150"	21	0.19047619047619
"WBGene00165151"	21	0.285714285714286
"WBGene00165152"	21	0.142857142857143
"WBGene00165153"	21	0.285714285714286
"WBGene00165154"	21	0.428571428571429
"WBGene00165155"	21	0.428571428571429
"WBGene00165156"	21	0.523809523809524
"WBGene00165157"	21	0.380952380952381
"WBGene00165158"	21	0.428571428571429
"WBGene00165159"	21	0.285714285714286
"WBGene00165160"	21	0.238095238095238
"WBGene00165161"	21	0.333333333333333
"WBGene00165162"	21	0.333333333333333
"WBGene00165163"	21	0.333333333333333
"WBGene00165164"	21	0.333333333333333
"WBGene00165165"	21	0.428571428571429
"WBGene00165166"	21	0.238095238095238
"WBGene00165167"	21	0.285714285714286
"WBGene00165168"	21	0.380952380952381
"WBGene00165169"	21	0.428571428571429
"WBGene00165170"	21	0.285714285714286
"WBGene00165171"	21	0.333333333333333
"WBGene00165172"	21	0.380952380952381
"WBGene00165173"	21	0.238095238095238
"WBGene00165174"	21	0.238095238095238
"WBGene00165175"	21	0.285714285714286
"WBGene00165176"	21	0.380952380952381
"WBGene00165177"	21	0.428571428571429
"WBGene00165178"	21	0.333333333333333
"WBGene00165179"	21	0.380952380952381
"WBGene00165180"	21	0.285714285714286
"WBGene00165181"	21	0.19047619047619
"WBGene00165182"	21	0.333333333333333
"WBGene00165183"	21	0.238095238095238
"WBGene00165184"	21	0.285714285714286
"WBGene00165185"	21	0.333333333333333
"WBGene00165186"	21	0.380952380952381
"WBGene00165187"	21	0.333333333333333
"WBGene00165188"	21	0.380952380952381
"WBGene00165189"	21	0.476190476190476
"WBGene00165190"	21	0.380952380952381
"WBGene00165191"	21	0.333333333333333
"WBGene00165192"	21	0.380952380952381
"WBGene00165193"	21	0.238095238095238
"WBGene00165194"	21	0.380952380952381
"WBGene00165195"	21	0.380952380952381
"WBGene00165196"	21	0.333333333333333
"WBGene00165197"	21	0.238095238095238
"WBGene00165198"	21	0.523809523809524
"WBGene00165199"	21	0.380952380952381
"WBGene00165200"	21	0.476190476190476
"WBGene00165201"	21	0.333333333333333
"WBGene00165202"	21	0.476190476190476
"WBGene00165203"	21	0.285714285714286
"WBGene00165204"	21	0.238095238095238
"WBGene00165205"	21	0.380952380952381
"WBGene00165206"	21	0.19047619047619
"WBGene00165207"	21	0.380952380952381
"WBGene00165208"	21	0.142857142857143
"WBGene00165209"	21	0.380952380952381
"WBGene00165210"	21	0.142857142857143
"WBGene00165211"	21	0.285714285714286
"WBGene00165212"	21	0.428571428571429
"WBGene00165213"	21	0.380952380952381
"WBGene00165214"	21	0.428571428571429
"WBGene00165215"	21	0.285714285714286
"WBGene00165217"	21	0.19047619047619
"WBGene00165218"	21	0.380952380952381
"WBGene00165219"	21	0.333333333333333
"WBGene00165220"	21	0.238095238095238
"WBGene00165221"	21	0.0476190476190476
"WBGene00165222"	21	0.238095238095238
"WBGene00165223"	21	0.238095238095238
"WBGene00165224"	21	0.333333333333333
"WBGene00165225"	21	0.333333333333333
"WBGene00165226"	21	0.19047619047619
"WBGene00165227"	21	0.380952380952381
"WBGene00165228"	21	0.238095238095238
"WBGene00165229"	21	0.238095238095238
"WBGene00165230"	21	0.333333333333333
"WBGene00165231"	21	0.428571428571429
"WBGene00165232"	21	0.380952380952381
"WBGene00165233"	21	0.476190476190476
"WBGene00165234"	21	0.476190476190476
"WBGene00165235"	21	0.238095238095238
"WBGene00165236"	21	0.238095238095238
"WBGene00165237"	21	0.285714285714286
"WBGene00165238"	21	0.238095238095238
"WBGene00165239"	21	0.380952380952381
"WBGene00165240"	21	0.476190476190476
"WBGene00165241"	21	0.380952380952381
"WBGene00165242"	21	0.333333333333333
"WBGene00165243"	21	0.19047619047619
"WBGene00165244"	21	0.333333333333333
"WBGene00165245"	21	0.333333333333333
"WBGene00165246"	21	0.285714285714286
"WBGene00165247"	21	0.285714285714286
"WBGene00165248"	21	0.380952380952381
"WBGene00165249"	21	0.285714285714286
"WBGene00165250"	21	0.380952380952381
"WBGene00165251"	21	0.333333333333333
"WBGene00165252"	21	0.333333333333333
"WBGene00165253"	21	0.333333333333333
"WBGene00165254"	21	0.285714285714286
"WBGene00165255"	21	0.380952380952381
"WBGene00165256"	21	0.523809523809524
"WBGene00165257"	21	0.285714285714286
"WBGene00165258"	21	0.380952380952381
"WBGene00165259"	21	0.238095238095238
"WBGene00165260"	21	0.0952380952380952
"WBGene00165261"	21	0.428571428571429
"WBGene00165262"	21	0.333333333333333
"WBGene00165263"	21	0.476190476190476
"WBGene00165264"	21	0.428571428571429
"WBGene00165265"	21	0.0476190476190476
"WBGene00165266"	21	0.428571428571429
"WBGene00165267"	21	0.380952380952381
"WBGene00165268"	21	0.428571428571429
"WBGene00165269"	21	0.380952380952381
"WBGene00165270"	21	0.428571428571429
"WBGene00165271"	21	0.380952380952381
"WBGene00165272"	21	0.19047619047619
"WBGene00165273"	21	0.285714285714286
"WBGene00165274"	21	0.571428571428571
"WBGene00165275"	21	0.285714285714286
"WBGene00165276"	21	0.333333333333333
"WBGene00165277"	21	0.380952380952381
"WBGene00165278"	21	0.428571428571429
"WBGene00165279"	21	0.19047619047619
"WBGene00165280"	21	0.380952380952381
"WBGene00165281"	21	0.285714285714286
"WBGene00165282"	21	0.523809523809524
"WBGene00165283"	21	0.285714285714286
"WBGene00165284"	21	0.142857142857143
"WBGene00165285"	21	0.285714285714286
"WBGene00165286"	21	0.523809523809524
"WBGene00165287"	21	0.333333333333333
"WBGene00165288"	21	0.238095238095238
"WBGene00165289"	21	0.476190476190476
"WBGene00165290"	21	0.238095238095238
"WBGene00165291"	21	0.380952380952381
"WBGene00165292"	21	0.333333333333333
"WBGene00165293"	21	0.142857142857143
"WBGene00165294"	21	0.333333333333333
"WBGene00165295"	21	0.333333333333333
"WBGene00165296"	21	0.333333333333333
"WBGene00165297"	21	0.285714285714286
"WBGene00165298"	21	0.238095238095238
"WBGene00165299"	21	0.380952380952381
"WBGene00165300"	21	0.333333333333333
"WBGene00165301"	21	0.428571428571429
"WBGene00165302"	21	0.19047619047619
"WBGene00165303"	21	0.333333333333333
"WBGene00165304"	21	0.333333333333333
"WBGene00165305"	21	0.285714285714286
"WBGene00165306"	21	0.285714285714286
"WBGene00165307"	21	0.285714285714286
"WBGene00165308"	21	0.285714285714286
"WBGene00165309"	21	0.238095238095238
"WBGene00165310"	21	0.19047619047619
"WBGene00165311"	21	0.333333333333333
"WBGene00165312"	21	0.285714285714286
"WBGene00165313"	21	0.380952380952381
"WBGene00165314"	21	0.238095238095238
"WBGene00165315"	21	0.380952380952381
"WBGene00165316"	21	0.380952380952381
"WBGene00165317"	21	0.285714285714286
"WBGene00165318"	21	0.666666666666667
"WBGene00165319"	21	0.285714285714286
"WBGene00165320"	21	0.476190476190476
"WBGene00165321"	21	0.285714285714286
"WBGene00165322"	21	0.380952380952381
"WBGene00165323"	21	0.19047619047619
"WBGene00165324"	21	0.333333333333333
"WBGene00165325"	21	0.285714285714286
"WBGene00165326"	21	0.285714285714286
"WBGene00165327"	21	0.333333333333333
"WBGene00165328"	21	0.333333333333333
"WBGene00165329"	21	0.238095238095238
"WBGene00165330"	21	0.333333333333333
"WBGene00165331"	21	0.333333333333333
"WBGene00165332"	21	0.333333333333333
"WBGene00165333"	21	0.285714285714286
"WBGene00165334"	21	0.238095238095238
"WBGene00165335"	21	0.285714285714286
"WBGene00165336"	21	0.19047619047619
"WBGene00165337"	21	0.285714285714286
"WBGene00165338"	21	0.380952380952381
"WBGene00165339"	21	0.285714285714286
"WBGene00165340"	21	0.285714285714286
"WBGene00165341"	21	0.285714285714286
"WBGene00165342"	21	0.238095238095238
"WBGene00165343"	21	0.333333333333333
"WBGene00165344"	21	0.142857142857143
"WBGene00165345"	21	0.142857142857143
"WBGene00165346"	21	0.428571428571429
"WBGene00165347"	21	0.333333333333333
"WBGene00165348"	21	0.333333333333333
"WBGene00165349"	21	0.19047619047619
"WBGene00165350"	21	0.333333333333333
"WBGene00165351"	21	0.238095238095238
"WBGene00165352"	21	0.333333333333333
"WBGene00165353"	21	0.238095238095238
"WBGene00165354"	21	0.523809523809524
"WBGene00165355"	21	0.285714285714286
"WBGene00165356"	21	0.523809523809524
"WBGene00165357"	21	0.333333333333333
"WBGene00165358"	21	0.428571428571429
"WBGene00165359"	21	0.333333333333333
"WBGene00165360"	21	0.285714285714286
"WBGene00165361"	21	0.238095238095238
"WBGene00165362"	21	0.333333333333333
"WBGene00165363"	21	0.19047619047619
"WBGene00165364"	21	0.380952380952381
"WBGene00165365"	21	0.285714285714286
"WBGene00165366"	21	0.333333333333333
"WBGene00165367"	21	0.285714285714286
"WBGene00165368"	21	0.333333333333333
"WBGene00165369"	21	0.523809523809524
"WBGene00165370"	21	0.333333333333333
"WBGene00165371"	21	0.238095238095238
"WBGene00165372"	21	0.333333333333333
"WBGene00165373"	21	0.476190476190476
"WBGene00165374"	21	0.333333333333333
"WBGene00165375"	21	0.285714285714286
"WBGene00165376"	21	0.380952380952381
"WBGene00165377"	21	0.238095238095238
"WBGene00165378"	21	0.333333333333333
"WBGene00165379"	21	0.380952380952381
"WBGene00165380"	21	0.238095238095238
"WBGene00165381"	21	0.428571428571429
"WBGene00165382"	21	0.476190476190476
"WBGene00165383"	21	0.333333333333333
"WBGene00165384"	21	0.285714285714286
"WBGene00165385"	21	0.19047619047619
"WBGene00165386"	21	0.380952380952381
"WBGene00165387"	21	0.333333333333333
"WBGene00165388"	21	0.19047619047619
"WBGene00165389"	21	0.238095238095238
"WBGene00165390"	21	0.238095238095238
"WBGene00165391"	21	0.333333333333333
"WBGene00165392"	21	0.238095238095238
"WBGene00165393"	21	0.380952380952381
"WBGene00165394"	21	0.285714285714286
"WBGene00165395"	21	0.0952380952380952
"WBGene00165396"	21	0.428571428571429
"WBGene00165397"	21	0.142857142857143
"WBGene00165398"	21	0.285714285714286
"WBGene00165399"	21	0.238095238095238
"WBGene00165400"	21	0.19047619047619
"WBGene00165401"	21	0.333333333333333
"WBGene00165402"	21	0.238095238095238
"WBGene00165403"	21	0.380952380952381
"WBGene00165404"	21	0.19047619047619
"WBGene00165405"	21	0.238095238095238
"WBGene00165406"	21	0.285714285714286
"WBGene00165407"	21	0.380952380952381
"WBGene00165408"	21	0.285714285714286
"WBGene00165409"	21	0.428571428571429
"WBGene00165410"	21	0.19047619047619
"WBGene00165411"	21	0.19047619047619
"WBGene00165412"	21	0.285714285714286
"WBGene00165413"	21	0.380952380952381
"WBGene00165414"	21	0.380952380952381
"WBGene00165415"	21	0.476190476190476
"WBGene00165416"	21	0.285714285714286
"WBGene00165417"	21	0.333333333333333
"WBGene00165418"	21	0.428571428571429
"WBGene00165419"	21	0.238095238095238
"WBGene00165420"	21	0.285714285714286
"WBGene00165421"	21	0.285714285714286
"WBGene00165422"	21	0.285714285714286
"WBGene00165423"	21	0.523809523809524
"WBGene00165424"	21	0.19047619047619
"WBGene00165425"	21	0.333333333333333
"WBGene00165426"	21	0.333333333333333
"WBGene00165427"	21	0.285714285714286
"WBGene00165428"	21	0.285714285714286
"WBGene00165429"	21	0.285714285714286
"WBGene00165430"	21	0.380952380952381
"WBGene00165431"	21	0.238095238095238
"WBGene00165432"	21	0.428571428571429
"WBGene00165433"	21	0.428571428571429
"WBGene00165434"	21	0.285714285714286
"WBGene00165435"	21	0.428571428571429
"WBGene00165436"	21	0.285714285714286
"WBGene00165438"	21	0.285714285714286
"WBGene00165439"	21	0.428571428571429
"WBGene00165440"	21	0.142857142857143
"WBGene00165441"	21	0.238095238095238
"WBGene00165442"	21	0.19047619047619
"WBGene00165443"	21	0.285714285714286
"WBGene00165444"	21	0.380952380952381
"WBGene00165445"	21	0.333333333333333
"WBGene00165446"	21	0.285714285714286
"WBGene00165447"	21	0.19047619047619
"WBGene00165448"	21	0.428571428571429
"WBGene00165449"	21	0.238095238095238
"WBGene00165450"	21	0.285714285714286
"WBGene00165451"	21	0.333333333333333
"WBGene00165452"	21	0.428571428571429
"WBGene00165453"	21	0.285714285714286
"WBGene00165454"	21	0.238095238095238
"WBGene00165455"	21	0.238095238095238
"WBGene00165456"	21	0.523809523809524
"WBGene00165457"	21	0.285714285714286
"WBGene00165458"	21	0.380952380952381
"WBGene00165459"	21	0.19047619047619
"WBGene00165460"	21	0.285714285714286
"WBGene00165461"	21	0.238095238095238
"WBGene00165462"	21	0.428571428571429
"WBGene00165463"	21	0.238095238095238
"WBGene00165464"	21	0.333333333333333
"WBGene00165465"	21	0.285714285714286
"WBGene00165466"	21	0.380952380952381
"WBGene00165467"	21	0.285714285714286
"WBGene00165468"	21	0.0952380952380952
"WBGene00165469"	21	0.523809523809524
"WBGene00165470"	21	0.523809523809524
"WBGene00165471"	21	0.142857142857143
"WBGene00165472"	21	0.666666666666667
"WBGene00165473"	21	0.285714285714286
"WBGene00165474"	21	0.380952380952381
"WBGene00165475"	21	0.428571428571429
"WBGene00165476"	21	0.285714285714286
"WBGene00165477"	21	0.19047619047619
"WBGene00165478"	21	0.523809523809524
"WBGene00165479"	21	0.428571428571429
"WBGene00165480"	21	0.333333333333333
"WBGene00165481"	21	0.19047619047619
"WBGene00165482"	21	0.476190476190476
"WBGene00165483"	21	0.476190476190476
"WBGene00165484"	21	0.238095238095238
"WBGene00165485"	21	0.333333333333333
"WBGene00165486"	21	0.0952380952380952
"WBGene00165487"	21	0.285714285714286
"WBGene00165488"	21	0.476190476190476
"WBGene00165489"	21	0.238095238095238
"WBGene00165490"	21	0.285714285714286
"WBGene00165491"	21	0.285714285714286
"WBGene00165492"	21	0.238095238095238
"WBGene00165493"	21	0.333333333333333
"WBGene00165494"	21	0.285714285714286
"WBGene00165495"	21	0.19047619047619
"WBGene00165496"	21	0.333333333333333
"WBGene00165497"	21	0.285714285714286
"WBGene00165498"	21	0.238095238095238
"WBGene00165499"	21	0.285714285714286
"WBGene00165500"	21	0.428571428571429
"WBGene00165501"	21	0.285714285714286
"WBGene00165502"	21	0.333333333333333
"WBGene00165503"	21	0.142857142857143
"WBGene00165504"	21	0.333333333333333
"WBGene00165505"	21	0.333333333333333
"WBGene00165506"	21	0.333333333333333
"WBGene00165507"	21	0.285714285714286
"WBGene00165508"	21	0.285714285714286
"WBGene00165509"	21	0.285714285714286
"WBGene00165510"	21	0.238095238095238
"WBGene00165511"	21	0.571428571428571
"WBGene00165512"	21	0.333333333333333
"WBGene00165513"	21	0.380952380952381
"WBGene00165514"	21	0.333333333333333
"WBGene00165515"	21	0.333333333333333
"WBGene00165516"	21	0.238095238095238
"WBGene00165517"	21	0.333333333333333
"WBGene00165518"	21	0.333333333333333
"WBGene00165519"	21	0.476190476190476
"WBGene00165520"	21	0.285714285714286
"WBGene00165521"	21	0.380952380952381
"WBGene00165522"	21	0.476190476190476
"WBGene00165523"	21	0.285714285714286
"WBGene00165524"	21	0.333333333333333
"WBGene00165525"	21	0.380952380952381
"WBGene00165526"	21	0.333333333333333
"WBGene00165527"	21	0.238095238095238
"WBGene00165528"	21	0.238095238095238
"WBGene00165529"	21	0.476190476190476
"WBGene00165530"	21	0.428571428571429
"WBGene00165531"	21	0.238095238095238
"WBGene00165532"	21	0.380952380952381
"WBGene00165533"	21	0.238095238095238
"WBGene00165534"	21	0.142857142857143
"WBGene00165535"	21	0.285714285714286
"WBGene00165536"	21	0.19047619047619
"WBGene00165537"	21	0.380952380952381
"WBGene00165538"	21	0.428571428571429
"WBGene00165539"	21	0.333333333333333
"WBGene00165540"	21	0.333333333333333
"WBGene00165541"	21	0.333333333333333
"WBGene00165542"	21	0.428571428571429
"WBGene00165543"	21	0.238095238095238
"WBGene00165544"	21	0.333333333333333
"WBGene00165545"	21	0.238095238095238
"WBGene00165546"	21	0.285714285714286
"WBGene00165547"	21	0.428571428571429
"WBGene00165548"	21	0.333333333333333
"WBGene00165549"	21	0.380952380952381
"WBGene00165550"	21	0.380952380952381
"WBGene00165551"	21	0.333333333333333
"WBGene00165552"	21	0.333333333333333
"WBGene00165553"	21	0.333333333333333
"WBGene00165554"	21	0.285714285714286
"WBGene00165555"	21	0.380952380952381
"WBGene00165556"	21	0.285714285714286
"WBGene00165557"	21	0.238095238095238
"WBGene00165558"	21	0.333333333333333
"WBGene00165559"	21	0.428571428571429
"WBGene00165560"	21	0.380952380952381
"WBGene00165561"	21	0.333333333333333
"WBGene00165562"	21	0.428571428571429
"WBGene00165563"	21	0.380952380952381
"WBGene00165564"	21	0.523809523809524
"WBGene00165565"	21	0.428571428571429
"WBGene00165566"	21	0.285714285714286
"WBGene00165567"	21	0.333333333333333
"WBGene00165568"	21	0.142857142857143
"WBGene00165569"	21	0.19047619047619
"WBGene00165570"	21	0.476190476190476
"WBGene00165571"	21	0.238095238095238
"WBGene00165572"	21	0.333333333333333
"WBGene00165573"	21	0.238095238095238
"WBGene00165574"	21	0.238095238095238
"WBGene00165575"	21	0.285714285714286
"WBGene00165576"	21	0.285714285714286
"WBGene00165577"	21	0.285714285714286
"WBGene00165578"	21	0.19047619047619
"WBGene00165579"	21	0.238095238095238
"WBGene00165580"	21	0.238095238095238
"WBGene00165581"	21	0.333333333333333
"WBGene00165582"	21	0.333333333333333
"WBGene00165583"	21	0.285714285714286
"WBGene00165584"	21	0.285714285714286
"WBGene00165585"	21	0.333333333333333
"WBGene00165586"	21	0.285714285714286
"WBGene00165587"	21	0.0476190476190476
"WBGene00165588"	21	0.428571428571429
"WBGene00165589"	21	0.380952380952381
"WBGene00165590"	21	0.19047619047619
"WBGene00165591"	21	0.19047619047619
"WBGene00165592"	21	0.0952380952380952
"WBGene00165593"	21	0.476190476190476
"WBGene00165594"	21	0.285714285714286
"WBGene00165595"	21	0.0952380952380952
"WBGene00165596"	21	0.523809523809524
"WBGene00165597"	21	0.428571428571429
"WBGene00165598"	21	0.285714285714286
"WBGene00165599"	21	0.19047619047619
"WBGene00165600"	21	0.19047619047619
"WBGene00165601"	21	0.285714285714286
"WBGene00165602"	21	0.380952380952381
"WBGene00165603"	21	0.238095238095238
"WBGene00165604"	21	0.380952380952381
"WBGene00165605"	21	0.238095238095238
"WBGene00165606"	21	0.238095238095238
"WBGene00165607"	21	0.523809523809524
"WBGene00165608"	21	0.428571428571429
"WBGene00165609"	21	0.19047619047619
"WBGene00165610"	21	0.285714285714286
"WBGene00165611"	21	0.238095238095238
"WBGene00165612"	21	0.333333333333333
"WBGene00165613"	21	0.19047619047619
"WBGene00165614"	21	0.380952380952381
"WBGene00165615"	21	0.285714285714286
"WBGene00165616"	21	0.285714285714286
"WBGene00165617"	21	0.333333333333333
"WBGene00165618"	21	0.285714285714286
"WBGene00165619"	21	0.380952380952381
"WBGene00165620"	21	0.285714285714286
"WBGene00165621"	21	0.428571428571429
"WBGene00165622"	21	0.428571428571429
"WBGene00165623"	21	0.238095238095238
"WBGene00165624"	21	0.476190476190476
"WBGene00165625"	21	0.333333333333333
"WBGene00165626"	21	0.476190476190476
"WBGene00165627"	21	0.333333333333333
"WBGene00165628"	21	0.285714285714286
"WBGene00165629"	21	0.333333333333333
"WBGene00165630"	21	0.238095238095238
"WBGene00165631"	21	0.285714285714286
"WBGene00165632"	21	0.238095238095238
"WBGene00165633"	21	0.19047619047619
"WBGene00165634"	21	0.333333333333333
"WBGene00165635"	21	0.285714285714286
"WBGene00165636"	21	0.476190476190476
"WBGene00165637"	21	0.333333333333333
"WBGene00165638"	21	0.285714285714286
"WBGene00165639"	21	0.285714285714286
"WBGene00165640"	21	0.238095238095238
"WBGene00165641"	21	0.476190476190476
"WBGene00165642"	21	0.238095238095238
"WBGene00165643"	21	0.238095238095238
"WBGene00165644"	21	0.285714285714286
"WBGene00165645"	21	0.333333333333333
"WBGene00165646"	21	0.380952380952381
"WBGene00165647"	21	0.238095238095238
"WBGene00165648"	21	0.285714285714286
"WBGene00165649"	21	0.19047619047619
"WBGene00165650"	21	0.333333333333333
"WBGene00165651"	21	0.428571428571429
"WBGene00165652"	21	0.380952380952381
"WBGene00165653"	21	0.380952380952381
"WBGene00165654"	21	0.380952380952381
"WBGene00165655"	21	0.380952380952381
"WBGene00165656"	21	0.428571428571429
"WBGene00165657"	21	0.142857142857143
"WBGene00165658"	21	0.285714285714286
"WBGene00165659"	21	0.285714285714286
"WBGene00165660"	21	0.380952380952381
"WBGene00165661"	21	0.238095238095238
"WBGene00165662"	21	0.19047619047619
"WBGene00165663"	21	0.285714285714286
"WBGene00165664"	21	0.285714285714286
"WBGene00165665"	21	0.380952380952381
"WBGene00165666"	21	0.238095238095238
"WBGene00165667"	21	0.142857142857143
"WBGene00165668"	21	0.285714285714286
"WBGene00165669"	21	0.380952380952381
"WBGene00165670"	21	0.238095238095238
"WBGene00165671"	21	0.238095238095238
"WBGene00165672"	21	0.333333333333333
"WBGene00165673"	21	0.238095238095238
"WBGene00165674"	21	0.142857142857143
"WBGene00165675"	21	0.19047619047619
"WBGene00165676"	21	0.380952380952381
"WBGene00165677"	21	0.142857142857143
"WBGene00165678"	21	0.333333333333333
"WBGene00165679"	21	0.19047619047619
"WBGene00165680"	21	0.285714285714286
"WBGene00165681"	21	0.333333333333333
"WBGene00165682"	21	0.333333333333333
"WBGene00165683"	21	0.380952380952381
"WBGene00165684"	21	0.238095238095238
"WBGene00165685"	21	0.380952380952381
"WBGene00165686"	21	0.333333333333333
"WBGene00165687"	21	0.380952380952381
"WBGene00165688"	21	0.476190476190476
"WBGene00165689"	21	0.380952380952381
"WBGene00165690"	21	0.333333333333333
"WBGene00165691"	21	0.380952380952381
"WBGene00165692"	21	0.285714285714286
"WBGene00165693"	21	0.285714285714286
"WBGene00165694"	21	0.333333333333333
"WBGene00165695"	21	0.333333333333333
"WBGene00165696"	21	0.285714285714286
"WBGene00165697"	21	0.285714285714286
"WBGene00165698"	21	0.142857142857143
"WBGene00165699"	21	0.19047619047619
"WBGene00165700"	21	0.333333333333333
"WBGene00165701"	21	0.428571428571429
"WBGene00165702"	21	0.428571428571429
"WBGene00165703"	21	0.380952380952381
"WBGene00165704"	21	0.380952380952381
"WBGene00165705"	21	0.285714285714286
"WBGene00165706"	21	0.380952380952381
"WBGene00165707"	21	0.333333333333333
"WBGene00165708"	21	0.380952380952381
"WBGene00165709"	21	0.285714285714286
"WBGene00165710"	21	0.428571428571429
"WBGene00165711"	21	0.285714285714286
"WBGene00165712"	21	0.333333333333333
"WBGene00165713"	21	0.19047619047619
"WBGene00165714"	21	0.380952380952381
"WBGene00165715"	21	0.142857142857143
"WBGene00165716"	21	0.285714285714286
"WBGene00165717"	21	0.238095238095238
"WBGene00165718"	21	0.333333333333333
"WBGene00165719"	21	0.380952380952381
"WBGene00165720"	21	0.333333333333333
"WBGene00165721"	21	0.333333333333333
"WBGene00165722"	21	0.142857142857143
"WBGene00165723"	21	0.285714285714286
"WBGene00165724"	21	0.285714285714286
"WBGene00165725"	21	0.380952380952381
"WBGene00165726"	21	0.571428571428571
"WBGene00165727"	21	0.285714285714286
"WBGene00165728"	21	0.0952380952380952
"WBGene00165729"	21	0.285714285714286
"WBGene00165730"	21	0.428571428571429
"WBGene00165731"	21	0.333333333333333
"WBGene00165732"	21	0.19047619047619
"WBGene00165733"	21	0.19047619047619
"WBGene00165734"	21	0.285714285714286
"WBGene00165735"	21	0.142857142857143
"WBGene00165736"	21	0.428571428571429
"WBGene00165737"	21	0.238095238095238
"WBGene00165738"	21	0.523809523809524
"WBGene00165739"	21	0.142857142857143
"WBGene00165740"	21	0.19047619047619
"WBGene00165741"	21	0.333333333333333
"WBGene00165742"	21	0.380952380952381
"WBGene00165743"	21	0.380952380952381
"WBGene00165744"	21	0.238095238095238
"WBGene00165745"	21	0.238095238095238
"WBGene00165746"	21	0.428571428571429
"WBGene00165747"	21	0.238095238095238
"WBGene00165748"	21	0.380952380952381
"WBGene00165749"	21	0.285714285714286
"WBGene00165750"	21	0.238095238095238
"WBGene00165751"	21	0.285714285714286
"WBGene00165752"	21	0.333333333333333
"WBGene00165753"	21	0.285714285714286
"WBGene00165754"	21	0.238095238095238
"WBGene00165755"	21	0.285714285714286
"WBGene00165756"	21	0.142857142857143
"WBGene00165757"	21	0.333333333333333
"WBGene00165758"	21	0.285714285714286
"WBGene00165759"	21	0.142857142857143
"WBGene00165760"	21	0.142857142857143
"WBGene00165761"	21	0.238095238095238
"WBGene00165762"	21	0.142857142857143
"WBGene00165763"	21	0.333333333333333
"WBGene00165764"	21	0.285714285714286
"WBGene00165765"	21	0.238095238095238
"WBGene00165766"	21	0.380952380952381
"WBGene00165767"	21	0.142857142857143
"WBGene00165768"	21	0.238095238095238
"WBGene00165769"	21	0.238095238095238
"WBGene00165770"	21	0.333333333333333
"WBGene00165771"	21	0.19047619047619
"WBGene00165772"	21	0.19047619047619
"WBGene00165773"	21	0.380952380952381
"WBGene00165774"	21	0.380952380952381
"WBGene00165775"	21	0.428571428571429
"WBGene00165776"	21	0.285714285714286
"WBGene00165777"	21	0.238095238095238
"WBGene00165778"	21	0.333333333333333
"WBGene00165779"	21	0.380952380952381
"WBGene00165780"	21	0.238095238095238
"WBGene00165781"	21	0.333333333333333
"WBGene00165782"	21	0.380952380952381
"WBGene00165783"	21	0.238095238095238
"WBGene00165784"	21	0.333333333333333
"WBGene00165785"	21	0.523809523809524
"WBGene00165786"	21	0.19047619047619
"WBGene00165787"	21	0.238095238095238
"WBGene00165788"	21	0.380952380952381
"WBGene00165789"	21	0.238095238095238
"WBGene00165790"	21	0.285714285714286
"WBGene00165791"	21	0.380952380952381
"WBGene00165792"	21	0.285714285714286
"WBGene00165793"	21	0.333333333333333
"WBGene00165794"	21	0.238095238095238
"WBGene00165795"	21	0.238095238095238
"WBGene00165796"	21	0.19047619047619
"WBGene00165797"	21	0.428571428571429
"WBGene00165798"	21	0.380952380952381
"WBGene00165799"	21	0.238095238095238
"WBGene00165800"	21	0.285714285714286
"WBGene00165801"	21	0.238095238095238
"WBGene00165802"	21	0.380952380952381
